Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
1912.02/2023-CP,3690026.6,CONCORRÊNCIA,2023-12-28,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS DAS LOCALIDADES DE TUCUNZEIROS, LAGOA DANTAS, CAJUEIRO DO BOI, LAGOA DO CARNEIRO, QUEIMADAS, TELHAS E SANTA FÉ, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAÚ/CE.",2024-02-06,FECHADA,SECRETARIA DE INFRAESTRUTURA
1812.02/2023-CP,3590253.43,CONCORRÊNCIA,2023-12-28,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSCA NAS RUAS DAS LOCALIDADES DE CAUASSU, CURRAL VELHO, ILHA DOS COQUEIROS, ILHA DOS RATOS, ESPRAIADO, CACHORRO SECO, CPRREGO DA ROLA E JURITIANHA, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICPIO DE ACARAÚ/CE.",2024-02-01,FECHADA,SECRETARIA DE INFRAESTRUTURA
2212.01/2023-CP,4445898.2,CONCORRÊNCIA,2023-12-28,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSTA DAS LOCALIDADES DE GROLADO, CORREGO DAS VARAS, MACAJUBA E CELSOLÂNCIA, JUNTO A SECRETARIA DE INFRAESTREUTURA DO MUNICÍPIO DE ACARAÚ/CE.",2024-01-30,FECHADA,SECRETARIA DE INFRAESTRUTURA
2012.02/2023SRP,1138800.0,PREGÃO,2023-12-28,MENOR PREÇO,"REGISTRO DE PREÇO PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE AMBULÂNCIAS TIPO D - SUPORTE AVANÇADO A VIDA TIPO FURGÃO, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2024-01-23,FECHADA,SECRETARIA DE SAÚDE
1512.01/2023-CP,3577934.01,CONCORRÊNCIA,2023-12-21,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA URBANIZAÇÃO EM FRENTE AO ESTÁDIO MAJOR BIÃO, URBANIZAÇÃO NA PRAIA DA VOLTA DO RIO E PAVIMENTAÇÕES EM PEDRA TOSCA, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",2024-01-23,FECHADA,SECRETARIA DE INFRAESTRUTURA
1112.01/2023-CP,9287930.85,CONCORRÊNCIA,2023-12-21,MENOR PREÇO,"CONTRATAÇÃO PARA CONSTRUÇÃO DA SEGUNDA E TERCEIRA ETAPAS DO CENTRO ADMINISTRATIVO DA PREFEITURA MUNICIPAL DE ACARAÚ/CE, CONFORME PROJETO, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ.",2024-01-19,FECHADA,SECRETARIA DE INFRAESTRUTURA
2111.01/2023-TP,47800.0,TOMADA DE PREÇOS,2023-12-28,MENOR PREÇO,CONTRATAÇÃO DE SERVIÇOS OPERACIONAIS E TÉCNICOS ESPECIALIZADOS A SEREM PRESTADOS NA ORGANIZAÇÃO E EXECUÇÃO DE PROCESSO SELETIVO VISANDO A CONTRATAÇÃO TEMPORÁRIA DE SERVIDORES JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.,2024-01-17,REVOGADA,SECRETARIA DE EDUCAÇÃO
2612.01/2023-SRP,1558657.85,PREGÃO,2023-12-28,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO SERVIÇO DE TRANSLADO PARA CONCESSÃO DE BENEFÍCIOS EVENTUAIS JUNTO A SECRETARIA DE ASSISTÊNCIA SOCIAL DE ACARAÚ/CE.",2024-01-12,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2612.02/2023-PP,1790542.8,PREGÃO,2023-12-28,MENOR PREÇO,"CONTRATAÇÃO DE INSTITUIÇÃO FINANCEIRA, AUTORIZADO PELO BANCO CENTRAL DO BRASIL, PARA PRESTAÇÃO DE SERVIÇOS DE PAGAMENTO DA FOLHA SALARIAL DOS SERVIDORES ATIVOS E INATIVOS, APOSENTADOS E OUTROS, DE RESPONSABILIDADE DO MUNICÍPIO DE ACARAÚ/CE.",2024-01-11,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1912.01/2023-SRP,761965.75,PREGÃO,2023-12-21,MENOR PREÇO,REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE ÁGUA MINERAL NATURAL PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2024-01-09,FECHADA,SECRETARIAS DIVERSAS
1412.01/2023-TP,453916.5,TOMADA DE PREÇOS,2023-12-21,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO CEI PROFESSORA MARIA JOSÉ - LOCALIDADE DE CAITITU NO MUNICÍPIO DE ACARAÚ/CE.,2024-01-05,FECHADA,SECRETARIA DE INFRAESTRUTURA
1512.02/2023-PE,10497749.31,PREGÃO,2023-12-21,MENOR PREÇO,AQUISIÇAO DE GÊNEROS ALIMENTÍCIOS DESTINADOS AO ATENDIMENTO DOS PROGRAMAS DE DISTRIBUIÇÃO DE MERENDA ESCOLAR DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE.,2024-01-03,FECHADA,SECRETARIA DE EDUCAÇÃO
1212.01/2023-PE,1640607.64,PREGÃO,2023-12-13,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4886 DO CONVÊNIO N° 043/2022 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-28,FECHADA,SECRETARIA DE SAÚDE
2411.01/2023-TP,90000.0,TOMADA DE PREÇOS,2023-12-12,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA A EXECUÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA NA GESTÃO, ACOMPANHAMENTO E FISCALIZAÇÃO DE CONTRATOS, INCLUINDO A IMPLANTAÇÃO, TREINAMENTO E DISPONIBILIZAÇÃO DE SISTEMA DE ACOMPANHAMENTO E CONTROLE, GERENCIAMENTO DE AVENÇAS E EXECUÇÃO, DE INTERESSE DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-28,FECHADA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
0712.02/2023-SRP,2300000.0,PREGÃO,2023-12-12,MENOR PREÇO,"REGISTRO DE PREÇOS DO PERCENTUAL DE DESCONTO SOBRE A TABELA DE INSUMOS 028.1 DA SECRETARIA DA INFRAESTRUTURA DO GOVERNO DO ESTADO DO CEARÁ - SEINFRA, TABELA SINTÉTICA COM DESONERAÇÃO, PARA FUTUROS E EVENTUAIS FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO, QUANDO NECESSÁRIAS, DESTINADO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-27,FECHADA,SECRETARIA DE INFRAESTRUTURA
0712.01/2023-SRP,13070615.75,PREGÃO,2023-12-12,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS E ESTRUTURAS PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-26,FECHADA,SECRETARIAS DIVERSAS
0612.01/2023-SRP,1786863.64,PREGÃO,2023-12-11,MENOR PREÇO,"SELEÇÃO DA MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PNEUS, CÂMARAS DE AR E PROTETORES DESTINADOS À MANUTENÇÃO DA FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
0512.01/2023-SRP,597318.0,PREGÃO,2023-12-07,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE VEÍCULOS AUTOMOTORES NOVOS, 0 (ZERO) KM, PARA ATENDER A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAU/CE.",2023-12-21,FECHADA,SECRETARIA DE EDUCAÇÃO
0412.01/2023-PE,221698.11,PREGÃO,2023-12-06,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4886 DO CONVÊNIO N° 043/2022 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-20,FECHADA,SECRETARIA DE SAÚDE
2311.01/2023-SRP,934807.5,PREGÃO,2023-11-30,MENOR PREÇO,REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE RECARGA GÁS LIQUEFEITO DO PETRÓLEO (GLP) E BOTIJÃO DE GÁS GLP VAZIO (VASILHAME DE 13 KG) PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2023-12-14,FECHADA,SECRETARIAS DIVERSAS
0911.01/2023-PE,674506.0,PREGÃO,2023-11-14,MENOR PREÇO,"AQUISIÇÃO DE AMBULÂNCIAS TIPO A - SIMPLES REMOÇÃO TIPO FURGÃO, CONFORME PROPOSTA Nº 11278643000123019 DA PORTARIA Nº 1.652/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-12-07,FECHADA,SECRETARIA DE SAÚDE
2609.01/2023-CP,4797221.1,CONCORRÊNCIA,2023-09-28,MENOR PREÇO,"PAVIMENTAÇÃO ASFALTICA QUE LIGA JURITIANHA A MIRINDIBA, NO MUNICÍPIO DE ACARAÚ/CE, CONVÊNIO 56/2023, PROCESSO N° 07172623/2023, MAPP 2162, SUPERINTENDÊNCIA DE OBRAS PÚBLICAS - SOP.",2023-10-31,FECHADA,SECRETARIA DE INFRAESTRUTURA
0610.01/2023-PE,240440.6,PREGÃO,2023-10-16,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-09 DA PORTARIA N°994/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-10-27,FECHADA,SECRETARIA DE SAÚDE
2709.01/2023-PE,628167.0,PREGÃO,2023-10-02,MENOR PREÇO,"AQUISIÇÃO DE UNIDADE MÓVEL DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-05 DA PORTARIA N°1.206/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-10-20,FECHADA,SECRETARIA DE SAÚDE
1909.01/2023-PE,192496.07,PREGÃO,2023-09-22,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-08 DA PORTARIA N°672/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-10-19,FECHADA,SECRETARIA DE SAÚDE
2509.01/2023-PE,45630.0,PREGÃO,2023-10-02,MENOR PREÇO,AQUISIÇÃO DE ROÇADEIRA HIDRÁULICA ARTICULADA PARA ATENDER A DEMANDA DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.,2023-10-18,FECHADA,SECRETARIA DE INFRAESTRUTURA
2009.01/2023-SRP,2557421.64,PREGÃO,2023-09-22,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE FÓRMULAS ALIMENTARES (DIETAS ENTERAIS, FÓRMULAS INFANTIS E COMPLEMENTOS ALIMENTARES) DESTINADOS A PACIENTES COM NECESSIDADES NUTRICIONAIS E PATOLOGIAS ASSOCIADAS, ACOMPANHADOS PELO PROGRAMA MELHOR CASA - EMAD, MANTIDO PELA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",2023-10-17,FECHADA,SECRETARIA DE SAÚDE
0609.01/2023-TP,1200000.0,TOMADA DE PREÇOS,2023-09-21,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS (SOB DEMANDA) TOPOGRÁFICOS, ARQUITETÔNICOS E SERVIÇOS DE ENGENHARIA, TAIS COMO LEVANTAMENTOS PLANIALTIMÉTRICOS, ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E URBANISMO, ESTUDOS PRELIMINARES, ELABORAÇÃO DE MAQUETES ELETRÔNICAS, ELABORAÇÃO DE MEMORIAIS DE CÁLCULOS, MEMORIAIS DESCRITIVOS, REALIZAÇÃO DE MEDIÇÕES ENTRE OUTROS, JUNTO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",2023-10-11,REVOGADA,SECRETARIA DE INFRAESTRUTURA
1109.01/2023-SRP,1021538.5,PREGÃO,2023-09-22,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LABORATÓRIO DE ANÁLISES CLÍNICAS E EXAMES LABORATORIAIS NA COLETA, ANÁLISE E DIAGNÓSTICO DAS AMOSTRAS DE MATERIAIS COLETADOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-10-05,FECHADA,SECRETARIA DE SAÚDE
0509.01/2023-PE,40201.78,PREGÃO,2023-09-13,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA O PROGRAMA OPERACIONALIZADO NO SISTEMA DE GESTÃO DE TRANSFERÊNCIAS VOLUNTÁRIAS - SIGTV, ORIUNDO DE EMENDA PARLAMENTAR Nº 20227107009, COM DESTINAÇÃO PARA A ENTIDADE DE PAIS E AMIGOS EXCEPCIONAIS DE ACARAÚ (APAE), JUNTO À SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",2023-09-25,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1008.01/2023-TP,340282.65,TOMADA DE PREÇOS,2023-08-16,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE GASES DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-09-05,FECHADA,SECRETARIA DE SAÚDE
2107.02/2023-PE,577745.06,PREGÃO,2023-08-16,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO SETOR DE URGÊNCIA/EMERGÊNCIA DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4620 DO CONVÊNIO N° 015/2021 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-31,FECHADA,SECRETARIA DE SAÚDE
0208.01/2023-SRP,2994557.65,PREGÃO,2023-08-16,MENOR PREÇO,SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2023-08-30,FECHADA,SECRETARIAS DIVERSAS
0108.01/2023-SRP,838702.5,PREGÃO,2023-08-07,MENOR PREÇO,"REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ALIMENTAÇÃO PREPARADA (ALMOÇO, COFFE BREAK, LANCHE E QUENTINHA) E SERVIÇO DE BUFFET/DECORAÇÃO PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-29,FECHADA,SECRETARIAS DIVERSAS
2607.01/2023-PE,193330.13,PREGÃO,2023-08-07,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-07 DA PORTARIA N° 672/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-24,FECHADA,SECRETARIA DE SAÚDE
2607.03/2023-SRP,1200000.0,PREGÃO,2023-08-01,MAIOR PERCENTUAL DE DESCONTO,"REGISTRO DE PREÇOS, CONSIGNADO EM ATA, PELO PRAZO DE 12 (DOZE) MESES, PARA FUTURA E EVENTUAL CONTRATAÇÃO SERVIÇOS (SOB DEMANDA) TOPOGRÁFICOS, ARQUITETÔNICOS E SERVIÇOS DE ENGENHARIA, TAIS COMO LEVANTAMENTOS PLANIALTIMÉTRICOS, ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E URBANISMO, ESTUDOS PRELIMINARES, ELABORAÇÃO DE MAQUETES ELETRÔNICAS, ELABORAÇÃO DE MEMORIAIS DE CÁLCULOS, MEMORIAIS DESCRITIVOS, REALIZAÇÃO DE MEDIÇÕES ENTRE OUTROS, JUNTO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-22,REVOGADA,SECRETARIA DE INFRAESTRUTURA
1807.01/2023-SRP,11958690.0,PREGÃO,2023-08-01,MENOR PREÇO,REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE COMBUSTÍVEIS DERIVADOS DE PETRÓLEO E ARLA 32 PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.,2023-08-17,FECHADA,SECRETARIAS DIVERSAS
2407.01/2023-SRP,499000.0,PREGÃO,2023-07-26,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS DE SONORIZAÇÃO PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-16,FECHADA,GABINETE DO PREFEITO
0507.01/2023-CP,4413823.33,CONCORRÊNCIA,2023-07-13,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE PAVIMENTAÇÃO EM DIVERSOS DISTRITOS, VOLTA DO RIO, ALMÉCEGAS, IMBÉ, CURRAL VELHO, MACAJUBA E SANTA FÉ, NO MUNICÍPIO DE ACARAÚ, CONVÊNIO 934945/2022 MINISTÉRIO DO DESENVOLVIMENTO REGIONAL, DE INTERESSE DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA.",2023-08-14,FECHADA,SECRETARIA DE INFRAESTRUTURA
1907.01/2023-TP,1138168.74,TOMADA DE PREÇOS,2023-07-21,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO E REFORMA DAS PRAÇAS DE OSTRAS E ESPRAIADO NO MUNICÍPIO DE ACARAÚ/CE.,2023-08-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
1207.01/2023-SRP,73156.0,PREGÃO,2023-07-20,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA INTERMEDIAÇÃO NA PRESTAÇÃO DE FORNECIMENTO DE SERVIÇOS DE MARCAÇÃO DE PASSAGENS AÉREAS, PARA VIAGENS NACIONAIS E INTERNACIONAIS, DE IDA, VOLTA OU DE IDA E VOLTA CATEGORIA ECONÔMICA, E/OU, EM CASOS EXCEPCIONAIS, EM CLASSE EXECUTIVA, COM SERVIÇOS DE RESERVA, EMISSÃO DE BILHETES, MARCAÇÃO, REMARCAÇÃO E DEMAIS ATIVIDADES PERTINENTES PARA ATENDER ÀS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-10,FRACASSADA,GABINETE DO PREFEITO
0707.02/2023-TP,569825.92,TOMADA DE PREÇOS,2023-07-20,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE SERVIÇOS DE CLIMATIZAÇÃO DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-09,FECHADA,SECRETARIA DE SAÚDE
1107.01/2023-PE,50160.0,PREGÃO,2023-07-17,MENOR PREÇO,"AQUISIÇÃO DE KIT DE REFEIÇÃO PARA MERENDA ESCOLAR (COMPOSTO DE PRATO, CANECA E COLHER DE POLIPRODILENO) PARA ATENDER ÀS DEMANDAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-08,FECHADA,SECRETARIA DE EDUCAÇÃO
0707.01/2023-TP,340282.65,TOMADA DE PREÇOS,2023-07-17,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE GASES DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ.",2023-08-03,FRACASSADA,SECRETARIA DE SAÚDE
0407.02/2023-PE,48860.28,PREGÃO,2023-07-17,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA Nº 11278.643000/1210-06 DA PORTARIA Nº 2.436/2021 - MUNISTÉRIO DA SAÚDE, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-08-02,FECHADA,SECRETARIA DE SAÚDE
0407.01/2023-PE,83453.2,PREGÃO,2023-07-17,MENOR PREÇO,"AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA Nº 11278.643000/1210-09 DA PORTARIA Nº 3.702/2021 - MINISTÉRIO DA SAÚDE, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ.",2023-08-01,FECHADA,SECRETARIA DE SAÚDE
2306.01/2023-SRP,7332864.95,PREGÃO,2023-07-17,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS HOSPITALARES DE CIRURGIAS, PROCEDIMENTOS AMBULATORIAIS E EXAMES ESPECÍFICOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-07-28,FECHADA,SECRETARIA DE SAÚDE
2405.01/2023-SRP,80000.0,PREGÃO,2023-06-15,MAIOR PERCENTUAL DE DESCONTO,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A INTERMEDIAÇÃO NA PRESTAÇÃO DE FORNECIMENTO DE SERVIÇOS DE MARCAÇÃO DE PASSAGENS AÉREAS, PARA VIAGENS NACIONAIS E INTERNACIONAIS, DE IDA, VOLTA OU DE IDA E VOLTA CATEGORIA ECONÔMICA, E/OU, EM CASOS EXCEPCIONAIS, EM CLASSE EXECUTIVA, COM SERVIÇOS DE RESERVA, EMISSÃO DE BILHETES, MARCAÇÃO, REMARCAÇÃO E DEMAIS ATIVIDADES PERTINENTES, PARA ATENDER ÀS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",2023-06-29,DESERTA,GABINETE DO PREFEITO
0805.01/2023-TP,216000.0,TOMADA DE PREÇOS,2023-05-10,MENOR PREÇO,"CONTRATAÇÃO PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE SUPORTE AOS AGENTES PÚBLICOS, QUANTO AO CONTROLE INTERNO, INERENTE AOS ALMOXARIFADOS, PATRIMÔNIO, VEÍCULOS, EQUIPAMENTOS E DOAÇÕES, IMPLEMENTAÇÃO DE PROCEDIMENTOS DE FLUXO DA EXECUÇÃO DA RECEITA E DESPESAS, DESENVOLVIMENTO DE INSTRUMENTOS NORMATIVO, JUNTO A CONTROLADORIA GERAL DO MUNICÍPIO DE ACARAÚ/CE.",2023-05-26,FECHADA,CONTROLADORIA GERAL DO MUNICÍPIO E OUVIDORIA
2704.01/2023-PE,174710.11,PREGÃO,2023-05-04,MENOR PREÇO,"AQUISIÇÃO DE AMBULÂNCIA TIPO-A, ATRAVÉS DE RECURSO ESTADUAL CONVÊNIO N° 89/2022 EM CONFORMIDADE COM O PLANO DE TRABALHO DO MAPP 4784, JUNTO A SECRETARIA DE SAÚDE DE ACARAÚ/CE.",2023-05-18,FECHADA,SECRETARIA DE SAÚDE
1004.01/2023-SRP,6577145.5,PREGÃO,2023-04-24,MENOR PREÇO,"SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS HOSPITALARES DE CIRURGIAS, PROCEDIMENTOS AMBULATORIAIS E EXAMES ESPECÍFICOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",2023-05-11,FRACASSADA,SECRETARIA DE SAÚDE
