Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
1112.01/2023-CP,"9.287.930,85",CONCORRÊNCIA,21/12/2023,"MENOR PREÇO","CONTRATAÇÃO PARA CONSTRUÇÃO DA SEGUNDA E TERCEIRA ETAPAS DO CENTRO ADMINISTRATIVO DA PREFEITURA MUNICIPAL DE ACARAÚ/CE, CONFORME PROJETO, JUNTO A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ.",19/01/2024,FECHADA
2111.01/2023-TP,"47.800,00","TOMADA DE PREÇOS",28/12/2023,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS OPERACIONAIS E TÉCNICOS ESPECIALIZADOS A SEREM PRESTADOS NA ORGANIZAÇÃO E EXECUÇÃO DE PROCESSO SELETIVO VISANDO A CONTRATAÇÃO TEMPORÁRIA DE SERVIDORES JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",17/01/2024,REVOGADA
2612.01/2023-SRP,"1.558.657,85",PREGÃO,28/12/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO SERVIÇO DE TRANSLADO PARA CONCESSÃO DE BENEFÍCIOS EVENTUAIS JUNTO A SECRETARIA DE ASSISTÊNCIA SOCIAL DE ACARAÚ/CE.",12/01/2024,FECHADA
2612.02/2023-PP,"1.790.542,80",PREGÃO,28/12/2023,"MENOR PREÇO","CONTRATAÇÃO DE INSTITUIÇÃO FINANCEIRA, AUTORIZADO PELO BANCO CENTRAL DO BRASIL, PARA PRESTAÇÃO DE SERVIÇOS DE PAGAMENTO DA FOLHA SALARIAL DOS SERVIDORES ATIVOS E INATIVOS, APOSENTADOS E OUTROS, DE RESPONSABILIDADE DO MUNICÍPIO DE ACARAÚ/CE.",11/01/2024,FECHADA
1912.01/2023-SRP,"761.965,75",PREGÃO,21/12/2023,"MENOR PREÇO","REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE ÁGUA MINERAL NATURAL PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",09/01/2024,FECHADA
1412.01/2023-TP,"453.916,50","TOMADA DE PREÇOS",21/12/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE REFORMA E AMPLIAÇÃO DO CEI PROFESSORA MARIA JOSÉ - LOCALIDADE DE CAITITU NO MUNICÍPIO DE ACARAÚ/CE.",05/01/2024,FECHADA
1512.02/2023-PE,"10.497.749,31",PREGÃO,21/12/2023,"MENOR PREÇO","AQUISIÇAO DE GÊNEROS ALIMENTÍCIOS DESTINADOS AO ATENDIMENTO DOS PROGRAMAS DE DISTRIBUIÇÃO DE MERENDA ESCOLAR DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ/CE.",03/01/2024,FECHADA
1212.01/2023-PE,"1.640.607,64",PREGÃO,13/12/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4886 DO CONVÊNIO N° 043/2022 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",28/12/2023,FECHADA
2411.01/2023-TP,"90.000,00","TOMADA DE PREÇOS",12/12/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA A EXECUÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA NA GESTÃO, ACOMPANHAMENTO E FISCALIZAÇÃO DE CONTRATOS, INCLUINDO A IMPLANTAÇÃO, TREINAMENTO E DISPONIBILIZAÇÃO DE SISTEMA DE ACOMPANHAMENTO E CONTROLE, GERENCIAMENTO DE AVENÇAS E EXECUÇÃO, DE INTERESSE DO MUNICÍPIO DE ACARAÚ/CE.",28/12/2023,FECHADA
0712.02/2023-SRP,"2.300.000,00",PREGÃO,12/12/2023,"MENOR PREÇO","REGISTRO DE PREÇOS DO PERCENTUAL DE DESCONTO SOBRE A TABELA DE INSUMOS 028.1 DA SECRETARIA DA INFRAESTRUTURA DO GOVERNO DO ESTADO DO CEARÁ - SEINFRA, TABELA SINTÉTICA COM DESONERAÇÃO, PARA FUTUROS E EVENTUAIS FORNECIMENTO DE MATERIAIS E PEÇAS DE REPOSIÇÃO, QUANDO NECESSÁRIAS, DESTINADO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",27/12/2023,FECHADA
0712.01/2023-SRP,"13.070.615,75",PREGÃO,12/12/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS E ESTRUTURAS PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",26/12/2023,FECHADA
0612.01/2023-SRP,"1.786.863,64",PREGÃO,11/12/2023,"MENOR PREÇO","SELEÇÃO DA MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE PNEUS, CÂMARAS DE AR E PROTETORES DESTINADOS À MANUTENÇÃO DA FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",22/12/2023,FECHADA
0512.01/2023-SRP,"597.318,00",PREGÃO,07/12/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE VEÍCULOS AUTOMOTORES NOVOS, 0 (ZERO) KM, PARA ATENDER A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAU/CE.",21/12/2023,FECHADA
0412.01/2023-PE,"221.698,11",PREGÃO,06/12/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4886 DO CONVÊNIO N° 043/2022 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",20/12/2023,FECHADA
2311.01/2023-SRP,"934.807,50",PREGÃO,30/11/2023,"MENOR PREÇO","REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE RECARGA GÁS LIQUEFEITO DO PETRÓLEO (GLP) E BOTIJÃO DE GÁS GLP VAZIO (VASILHAME DE 13 KG) PARA SUPRIR AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",14/12/2023,FECHADA
0911.01/2023-PE,"674.506,00",PREGÃO,14/11/2023,"MENOR PREÇO","AQUISIÇÃO DE AMBULÂNCIAS TIPO A - SIMPLES REMOÇÃO TIPO FURGÃO, CONFORME PROPOSTA Nº 11278643000123019 DA PORTARIA Nº 1.652/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",07/12/2023,FECHADA
2609.01/2023-CP,"4.797.221,10",CONCORRÊNCIA,28/09/2023,"MENOR PREÇO","PAVIMENTAÇÃO ASFALTICA QUE LIGA JURITIANHA A MIRINDIBA, NO MUNICÍPIO DE ACARAÚ/CE, CONVÊNIO 56/2023, PROCESSO N° 07172623/2023, MAPP 2162, SUPERINTENDÊNCIA DE OBRAS PÚBLICAS - SOP.",31/10/2023,FECHADA
0610.01/2023-PE,"240.440,60",PREGÃO,16/10/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-09 DA PORTARIA N°994/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",27/10/2023,FECHADA
2709.01/2023-PE,"628.167,00",PREGÃO,02/10/2023,"MENOR PREÇO","AQUISIÇÃO DE UNIDADE MÓVEL DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-05 DA PORTARIA N°1.206/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",20/10/2023,FECHADA
1909.01/2023-PE,"192.496,07",PREGÃO,22/09/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-08 DA PORTARIA N°672/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",19/10/2023,FECHADA
2509.01/2023-PE,"45.630,00",PREGÃO,02/10/2023,"MENOR PREÇO","AQUISIÇÃO DE ROÇADEIRA HIDRÁULICA ARTICULADA PARA ATENDER A DEMANDA DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ/CE.",18/10/2023,FECHADA
2009.01/2023-SRP,"2.557.421,64",PREGÃO,22/09/2023,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÕES DE FÓRMULAS ALIMENTARES (DIETAS ENTERAIS, FÓRMULAS INFANTIS E COMPLEMENTOS ALIMENTARES) DESTINADOS A PACIENTES COM NECESSIDADES NUTRICIONAIS E PATOLOGIAS ASSOCIADAS, ACOMPANHADOS PELO PROGRAMA MELHOR CASA - EMAD, MANTIDO PELA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ-CE.",17/10/2023,FECHADA
0609.01/2023-TP,"1.200.000,00","TOMADA DE PREÇOS",21/09/2023,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS (SOB DEMANDA) TOPOGRÁFICOS, ARQUITETÔNICOS E SERVIÇOS DE ENGENHARIA, TAIS COMO LEVANTAMENTOS PLANIALTIMÉTRICOS, ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E URBANISMO, ESTUDOS PRELIMINARES, ELABORAÇÃO DE MAQUETES ELETRÔNICAS, ELABORAÇÃO DE MEMORIAIS DE CÁLCULOS, MEMORIAIS DESCRITIVOS, REALIZAÇÃO DE MEDIÇÕES ENTRE OUTROS, JUNTO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE",11/10/2023,REVOGADA
1109.01/2023-SRP,"1.021.538,50",PREGÃO,22/09/2023,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LABORATÓRIO DE ANÁLISES CLÍNICAS E EXAMES LABORATORIAIS NA COLETA, ANÁLISE E DIAGNÓSTICO DAS AMOSTRAS DE MATERIAIS COLETADOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",05/10/2023,FECHADA
0509.01/2023-PE,"40.201,78",PREGÃO,13/09/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA O PROGRAMA OPERACIONALIZADO NO SISTEMA DE GESTÃO DE TRANSFERÊNCIAS VOLUNTÁRIAS - SIGTV, ORIUNDO DE EMENDA PARLAMENTAR Nº 20227107009, COM DESTINAÇÃO PARA A ENTIDADE DE PAIS E AMIGOS EXCEPCIONAIS DE ACARAÚ (APAE), JUNTO À SECRETARIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE ACARAÚ/CE.",25/09/2023,FECHADA
1008.01/2023-TP,"340.282,65","TOMADA DE PREÇOS",16/08/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE GASES DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",05/09/2023,FECHADA
2107.02/2023-PE,"577.745,06",PREGÃO,16/08/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA IMPLANTAÇÃO E FUNCIONAMENTO DO SETOR DE URGÊNCIA/EMERGÊNCIA DO HOSPITAL REGIONAL ESPECIALIZADO DE ACARAÚ, EM CONFORMIDADE COM O PLANO DE TRABALHO - MAAP N° 4620 DO CONVÊNIO N° 015/2021 - SESA, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",31/08/2023,FECHADA
0208.01/2023-SRP,"2.994.557,65",PREGÃO,16/08/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",30/08/2023,FECHADA
0108.01/2023-SRP,"838.702,50",PREGÃO,07/08/2023,"MENOR PREÇO","REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE ALIMENTAÇÃO PREPARADA (ALMOÇO, COFFE BREAK, LANCHE E QUENTINHA) E SERVIÇO DE BUFFET/DECORAÇÃO PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",29/08/2023,FECHADA
2607.01/2023-PE,"193.330,13",PREGÃO,07/08/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA N° 11278.643000/1230-07 DA PORTARIA N° 672/2023 - MINISTÉRIO DA SAÚDE, JUNTO À SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",24/08/2023,FECHADA
2607.03/2023-SRP,"1.200.000,00",PREGÃO,01/08/2023,"MAIOR PERCENTUAL DE DESCONTO","REGISTRO DE PREÇOS, CONSIGNADO EM ATA, PELO PRAZO DE 12 (DOZE) MESES, PARA FUTURA E EVENTUAL CONTRATAÇÃO SERVIÇOS (SOB DEMANDA) TOPOGRÁFICOS, ARQUITETÔNICOS E SERVIÇOS DE ENGENHARIA, TAIS COMO LEVANTAMENTOS PLANIALTIMÉTRICOS, ELABORAÇÃO DE PROJETOS EXECUTIVOS DE ARQUITETURA E URBANISMO, ESTUDOS PRELIMINARES, ELABORAÇÃO DE MAQUETES ELETRÔNICAS, ELABORAÇÃO DE MEMORIAIS DE CÁLCULOS, MEMORIAIS DESCRITIVOS, REALIZAÇÃO DE MEDIÇÕES ENTRE OUTROS, JUNTO AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",22/08/2023,REVOGADA
1807.01/2023-SRP,"11.958.690,00",PREGÃO,01/08/2023,"MENOR PREÇO","REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE COMBUSTÍVEIS DERIVADOS DE PETRÓLEO E ARLA 32 PARA ATENDER AS NECESSIDADES DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ/CE.",17/08/2023,FECHADA
2407.01/2023-SRP,"499.000,00",PREGÃO,26/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS DE SONORIZAÇÃO PARA EVENTOS DIVERSOS, ENVOLVENDO MONTAGEM/DESMONTAGEM, INSTALAÇÃO/DESINSTALAÇÃO E TRANSPORTE PARA ATENDER AS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",16/08/2023,FECHADA
0507.01/2023-CP,"4.413.823,33",CONCORRÊNCIA,13/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE PAVIMENTAÇÃO EM DIVERSOS DISTRITOS, VOLTA DO RIO, ALMÉCEGAS, IMBÉ, CURRAL VELHO, MACAJUBA E SANTA FÉ, NO MUNICÍPIO DE ACARAÚ, CONVÊNIO 934945/2022 MINISTÉRIO DO DESENVOLVIMENTO REGIONAL, DE INTERESSE DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA.",14/08/2023,FECHADA
1907.01/2023-TP,"1.138.168,74","TOMADA DE PREÇOS",21/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO E REFORMA DAS PRAÇAS DE OSTRAS E ESPRAIADO NO MUNICÍPIO DE ACARAÚ/CE.",11/08/2023,FECHADA
1207.01/2023-SRP,"73.156,00",PREGÃO,20/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA INTERMEDIAÇÃO NA PRESTAÇÃO DE FORNECIMENTO DE SERVIÇOS DE MARCAÇÃO DE PASSAGENS AÉREAS, PARA VIAGENS NACIONAIS E INTERNACIONAIS, DE IDA, VOLTA OU DE IDA E VOLTA CATEGORIA ECONÔMICA, E/OU, EM CASOS EXCEPCIONAIS, EM CLASSE EXECUTIVA, COM SERVIÇOS DE RESERVA, EMISSÃO DE BILHETES, MARCAÇÃO, REMARCAÇÃO E DEMAIS ATIVIDADES PERTINENTES PARA ATENDER ÀS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",10/08/2023,FRACASSADA
0707.02/2023-TP,"569.825,92","TOMADA DE PREÇOS",20/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE SERVIÇOS DE CLIMATIZAÇÃO DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",09/08/2023,FECHADA
1107.01/2023-PE,"50.160,00",PREGÃO,17/07/2023,"MENOR PREÇO","AQUISIÇÃO DE KIT DE REFEIÇÃO PARA MERENDA ESCOLAR (COMPOSTO DE PRATO, CANECA E COLHER DE POLIPRODILENO) PARA ATENDER ÀS DEMANDAS DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ/CE.",08/08/2023,FECHADA
0707.01/2023-TP,"340.282,65","TOMADA DE PREÇOS",17/07/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OS SERVIÇOS DE IMPLANTAÇÃO DO SISTEMA DE GASES DO HOSPITAL, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ.",03/08/2023,FRACASSADA
0407.02/2023-PE,"48.860,28",PREGÃO,17/07/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS ÀS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA Nº 11278.643000/1210-06 DA PORTARIA Nº 2.436/2021 - MUNISTÉRIO DA SAÚDE, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",02/08/2023,FECHADA
0407.01/2023-PE,"83.453,20",PREGÃO,17/07/2023,"MENOR PREÇO","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAL PERMANENTE, DESTINADOS AS UNIDADES BÁSICAS DE SAÚDE, CONFORME PROPOSTA Nº 11278.643000/1210-09 DA PORTARIA Nº 3.702/2021 - MINISTÉRIO DA SAÚDE, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ.",01/08/2023,FECHADA
2306.01/2023-SRP,"7.332.864,95",PREGÃO,17/07/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS HOSPITALARES DE CIRURGIAS, PROCEDIMENTOS AMBULATORIAIS E EXAMES ESPECÍFICOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",28/07/2023,FECHADA
2405.01/2023-SRP,"80.000,00",PREGÃO,15/06/2023,"MAIOR PERCENTUAL DE DESCONTO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A INTERMEDIAÇÃO NA PRESTAÇÃO DE FORNECIMENTO DE SERVIÇOS DE MARCAÇÃO DE PASSAGENS AÉREAS, PARA VIAGENS NACIONAIS E INTERNACIONAIS, DE IDA, VOLTA OU DE IDA E VOLTA CATEGORIA ECONÔMICA, E/OU, EM CASOS EXCEPCIONAIS, EM CLASSE EXECUTIVA, COM SERVIÇOS DE RESERVA, EMISSÃO DE BILHETES, MARCAÇÃO, REMARCAÇÃO E DEMAIS ATIVIDADES PERTINENTES, PARA ATENDER ÀS NECESSIDADES DO GABINETE DA PREFEITA DO MUNICÍPIO DE ACARAÚ/CE.",29/06/2023,DESERTA
0805.01/2023-TP,"216.000,00","TOMADA DE PREÇOS",10/05/2023,"MENOR PREÇO","CONTRATAÇÃO PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE SUPORTE AOS AGENTES PÚBLICOS, QUANTO AO CONTROLE INTERNO, INERENTE AOS ALMOXARIFADOS, PATRIMÔNIO, VEÍCULOS, EQUIPAMENTOS E DOAÇÕES, IMPLEMENTAÇÃO DE PROCEDIMENTOS DE FLUXO DA EXECUÇÃO DA RECEITA E DESPESAS, DESENVOLVIMENTO DE INSTRUMENTOS NORMATIVO, JUNTO A CONTROLADORIA GERAL DO MUNICÍPIO DE ACARAÚ/CE.",26/05/2023,FECHADA
2704.01/2023-PE,"174.710,11",PREGÃO,04/05/2023,"MENOR PREÇO","AQUISIÇÃO DE AMBULÂNCIA TIPO-A, ATRAVÉS DE RECURSO ESTADUAL CONVÊNIO N° 89/2022 EM CONFORMIDADE COM O PLANO DE TRABALHO DO MAPP 4784, JUNTO A SECRETARIA DE SAÚDE DE ACARAÚ/CE.",18/05/2023,FECHADA
1004.01/2023-SRP,"6.577.145,50",PREGÃO,24/04/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM SERVIÇOS HOSPITALARES DE CIRURGIAS, PROCEDIMENTOS AMBULATORIAIS E EXAMES ESPECÍFICOS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",11/05/2023,FRACASSADA
0504.01/2023-SRP,"249.702,25",PREGÃO,24/04/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE FARDAMENTO, ENXOVAL, ROUPARIA, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",10/05/2023,FECHADA
0404.01/2023-SRP,"2.010.748,67",PREGÃO,24/04/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇOS VISANDO FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS IMPRESSOS E COMUNICAÇÃO VISUAL PARA ATENDER AS DEMANDAS DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE.",09/05/2023,FECHADA
2303.01/2023-CP,"3.327.157,34",CONCORRÊNCIA,29/03/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSCA DE DIVERSAS RUAS DO ENTORNO DA IGREJA MATRIZ, NAS LOCALIDADES DE BARRINHA DE CIMA, ALPARGATAS, CORREGO DOS AUGUSTINHOS, JURITIANHA, MEDEIROS E TUCUNZEIROS, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE",02/05/2023,FECHADA
3103.01/2023-PE,"68.852,12",PREGÃO,11/04/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LOCAÇÃO DE SOFTWARES PARA ATENDER DEMANDAS DE CONTROLES ADMINISTRATIVOS E DE CUMPRIMENTOS LEGAIS DAS LEIS N° 12.527/2011 E 13.460/2017, JUNTO À SECRETARIA DA ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ/CE",26/04/2023,FECHADA
2803.01/2023-TP,"1.369.604,26","TOMADA DE PREÇOS",31/03/2023,"MENOR PREÇO","CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS EM ASSESSORIA VISANDO: I LEVANTAMENTO E CONSTITUIÇÃO DE RECEITAS DE NATUREZA TRIBUTÁRIA DIVERSAS, DE INTERESSE DA UNIDADE GESTORA CONTRATANTE DA PREFEITURA MUNICIPAL DE ACARAÚ - CE; II EMISSÃO DE LAUDOS E PARECERES TÉCNICOS SOBRE GRANDEZAS ELÉTRICAS (CONSUMO, ENERGIA,, POTÊNCIA, DENTRE OUTROS) E SOBRE QUADRO DE ILUMINAÇÃO PUBLICA (QIP) VISANDO A REPETIÇÃO DE INDÉBITOS DECORRENTES DE COBRANÇAS INDEVIDAS (A MAIOR) NAS CONTAS DE ENERGIA ELÉTRICA DE TITULARIDADE DO MUNICÍPIO. ANULAÇÃO E/OU REDUÇÃO DE VALORES REFERENTES A COBRANÇAS REALIZADOS POR MEIO DE TERMO DE OCORRÊNCIA E INSPEÇÃO (TOI)",20/04/2023,FECHADA
2703.01/2023-SRP,"1.927.133,10",PREGÃO,29/03/2023,"MENOR PREÇO","SELEÇÃO DE MELHOR PROPOSTA PARA REGISTRO DE PREÇO VISANDO FUTURAS E EVENTUAIS CONTRATAÇÕES DE EMPRESA ESPECIALIZADA EM EXAMES DE IMAGEM COMPLEMENTARES AO SISTEMA ÚNICO DE SAÚDE-SUS, JUNTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ/CE",19/04/2023,FECHADA
2702.01/2023-CP,"2.988.371,84",CONCORRÊNCIA,15/03/2023,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PAVIMENTAÇÃO EM PEDRA TOSCA NA SEDE, E LOCALIDADES DE CAUASSU, CURRAL VELHO E CELSOLÂNDIA, JUNTO A SECRETARIA DE INFRAESTRUTURA NO MUNICÍPIO DE ACARAÚ/CE.",19/04/2023,FECHADA
